sample_id,label,season,hh_index,time_h,puissance_w,energy_kwh_step
RP_0005,RP,winter,35,17.5,484.46432,0.24223216
RP_0005,RP,winter,36,18.0,829.7977,0.41489887
RP_0005,RP,winter,37,18.5,837.8167,0.41890836
RP_0005,RP,winter,38,19.0,887.6677,0.44383386
RP_0005,RP,winter,39,19.5,998.3428,0.49917138
RP_0005,RP,winter,40,20.0,1272.2522,0.6361261
RP_0005,RP,winter,41,20.5,1251.4099,0.62570494
RP_0005,RP,winter,42,21.0,1228.722,0.61436105
RP_0005,RP,winter,43,21.5,1255.1552,0.6275776
RP_0005,RP,winter,44,22.0,1277.5513,0.63877565
RP_0005,RP,winter,45,22.5,1468.1649,0.73408246
RP_0005,RP,winter,46,23.0,1149.2501,0.5746251
RP_0005,RP,winter,47,23.5,960.8205,0.48041025
RP_0006,RP,winter,0,0.0,1094.9431,0.5474716
RP_0006,RP,winter,1,0.5,552.2717,0.27613586
RP_0006,RP,winter,2,1.0,367.20554,0.18360277
RP_0006,RP,winter,3,1.5,307.3572,0.15367861
RP_0006,RP,winter,4,2.0,239.09514,0.11954757
RP_0006,RP,winter,5,2.5,265.84897,0.13292448
RP_0006,RP,winter,6,3.0,203.5558,0.101777904
RP_0006,RP,winter,7,3.5,212.80708,0.106403545
RP_0006,RP,winter,8,4.0,237.31395,0.11865698
RP_0006,RP,winter,9,4.5,259.0324,0.1295162
RP_0006,RP,winter,10,5.0,245.08846,0.12254423
RP_0006,RP,winter,11,5.5,272.34766,0.13617383
RP_0006,RP,winter,12,6.0,400.80615,0.20040308
RP_0006,RP,winter,13,6.5,684.51764,0.3422588
RP_0006,RP,winter,14,7.0,684.4206,0.3422103
RP_0006,RP,winter,15,7.5,663.0246,0.3315123
RP_0006,RP,winter,16,8.0,608.6786,0.3043393
RP_0006,RP,winter,17,8.5,616.1071,0.30805355
RP_0006,RP,winter,18,9.0,539.2355,0.26961774
RP_0006,RP,winter,19,9.5,544.2029,0.27210143
RP_0006,RP,winter,20,10.0,498.33148,0.24916574
RP_0006,RP,winter,21,10.5,561.35876,0.28067937
RP_0006,RP,winter,22,11.0,517.73016,0.2588651
RP_0006,RP,winter,23,11.5,548.9786,0.27448928
RP_0006,RP,winter,24,12.0,689.9585,0.34497926
RP_0006,RP,winter,25,12.5,581.7486,0.2908743
RP_0006,RP,winter,26,13.0,527.6959,0.26384795
RP_0006,RP,winter,27,13.5,418.69043,0.20934522
RP_0006,RP,winter,28,14.0,323.52573,0.16176286
RP_0006,RP,winter,29,14.5,294.28714,0.14714357
RP_0006,RP,winter,30,15.0,244.81075,0.12240537
RP_0006,RP,winter,31,15.5,219.7378,0.1098689
RP_0006,RP,winter,32,16.0,258.08917,0.12904459
RP_0006,RP,winter,33,16.5,302.40536,0.15120268
RP_0006,RP,winter,34,17.0,367.38416,0.18369208
RP_0006,RP,winter,35,17.5,355.70862,0.17785431
RP_0006,RP,winter,36,18.0,388.1953,0.19409765
RP_0006,RP,winter,37,18.5,483.81635,0.24190818
RP_0006,RP,winter,38,19.0,488.68195,0.24434097
RP_0006,RP,winter,39,19.5,478.8252,0.23941259
RP_0006,RP,winter,40,20.0,489.88922,0.24494462
RP_0006,RP,winter,41,20.5,427.74326,0.21387163
RP_0006,RP,winter,42,21.0,424.62222,0.21231112
RP_0006,RP,winter,43,21.5,340.55475,0.17027737
RP_0006,RP,winter,44,22.0,519.69086,0.25984544
RP_0006,RP,winter,45,22.5,1096.1677,0.54808384
RP_0006,RP,winter,46,23.0,1654.8998,0.8274499
RP_0006,RP,winter,47,23.5,1696.2705,0.84813523
RP_0007,RP,winter,0,0.0,456.5137,0.22825685
RP_0007,RP,winter,1,0.5,379.70987,0.18985493
RP_0007,RP,winter,2,1.0,429.98218,0.2149911
RP_0007,RP,winter,3,1.5,391.986,0.19599299
RP_0007,RP,winter,4,2.0,517.0899,0.25854495
RP_0007,RP,winter,5,2.5,362.78656,0.18139328
RP_0007,RP,winter,6,3.0,379.15494,0.18957748
RP_0007,RP,winter,7,3.5,312.68124,0.15634063
RP_0007,RP,winter,8,4.0,374.57806,0.18728903
RP_0007,RP,winter,9,4.5,310.23584,0.15511791
RP_0007,RP,winter,10,5.0,334.0801,0.16704005
RP_0007,RP,winter,11,5.5,278.8207,0.13941036
RP_0007,RP,winter,12,6.0,318.80154,0.15940078
RP_0007,RP,winter,13,6.5,287.0393,0.14351965
RP_0007,RP,winter,14,7.0,366.70865,0.18335432
RP_0007,RP,winter,15,7.5,420.44922,0.21022461
RP_0007,RP,winter,16,8.0,594.7247,0.29736233
RP_0007,RP,winter,17,8.5,727.3462,0.3636731
RP_0007,RP,winter,18,9.0,937.44476,0.46872237
RP_0007,RP,winter,19,9.5,949.2864,0.4746432
RP_0007,RP,winter,20,10.0,1099.9468,0.54997337
RP_0007,RP,winter,21,10.5,1254.154,0.62707704
RP_0007,RP,winter,22,11.0,1255.6152,0.6278076
RP_0007,RP,winter,23,11.5,1656.4229,0.8282114
RP_0007,RP,winter,24,12.0,1786.7059,0.893353
RP_0007,RP,winter,25,12.5,2080.4697,1.0402348
RP_0007,RP,winter,26,13.0,1960.0352,0.9800176
RP_0007,RP,winter,27,13.5,2185.531,1.0927655
RP_0007,RP,winter,28,14.0,1993.178,0.996589
RP_0007,RP,winter,29,14.5,1874.3687,0.93718433
RP_0007,RP,winter,30,15.0,1696.7075,0.84835374
RP_0007,RP,winter,31,15.5,1413.7826,0.7068913
RP_0007,RP,winter,32,16.0,1287.0883,0.64354414
RP_0007,RP,winter,33,16.5,1312.9628,0.6564814
RP_0007,RP,winter,34,17.0,1297.5505,0.6487753
RP_0007,RP,winter,35,17.5,1190.1108,0.5950554
RP_0007,RP,winter,36,18.0,1334.0486,0.6670243
RP_0007,RP,winter,37,18.5,1438.3418,0.7191709
RP_0007,RP,winter,38,19.0,1485.9381,0.74296904
RP_0007,RP,winter,39,19.5,1360.5269,0.6802634
RP_0007,RP,winter,40,20.0,1221.1874,0.6105937
RP_0007,RP,winter,41,20.5,1028.2291,0.51411456
RP_0007,RP,winter,42,21.0,1055.1421,0.527571
RP_0007,RP,winter,43,21.5,906.56726,0.45328364
RP_0007,RP,winter,44,22.0,861.69543,0.4308477
RP_0007,RP,winter,45,22.5,772.254,0.38612702
RP_0007,RP,winter,46,23.0,597.51874,0.29875937
RP_0007,RP,winter,47,23.5,484.93192,0.24246596
RP_0008,RP,spring,0,0.0,155.81168,0.07790584
RP_0008,RP,spring,1,0.5,134.47696,0.06723848
RP_0008,RP,spring,2,1.0,115.30306,0.05765153
RP_0008,RP,spring,3,1.5,113.145935,0.056572966
RP_0008,RP,spring,4,2.0,157.06267,0.07853133
RP_0008,RP,spring,5,2.5,115.624435,0.057812218
RP_0008,RP,spring,6,3.0,118.62351,0.059311755
RP_0008,RP,spring,7,3.5,148.51999,0.07426
RP_0008,RP,spring,8,4.0,111.77608,0.055888038
RP_0008,RP,spring,9,4.5,115.110115,0.057555057
RP_0008,RP,spring,10,5.0,120.94461,0.060472306
RP_0008,RP,spring,11,5.5,118.14169,0.059070848
RP_0008,RP,spring,12,6.0,118.64622,0.05932311
RP_0008,RP,spring,13,6.5,219.8971,0.109948546
RP_0008,RP,spring,14,7.0,372.646,0.186323
RP_0008,RP,spring,15,7.5,377.01978,0.18850988
RP_0008,RP,spring,16,8.0,228.6997,0.11434986
RP_0008,RP,spring,17,8.5,166.48662,0.08324331
RP_0008,RP,spring,18,9.0,143.76544,0.07188272
RP_0008,RP,spring,19,9.5,113.97111,0.056985553
RP_0008,RP,spring,20,10.0,112.76627,0.056383137
RP_0008,RP,spring,21,10.5,90.308,0.045153998
RP_0008,RP,spring,22,11.0,78.06111,0.039030556
RP_0008,RP,spring,23,11.5,124.78538,0.06239269
RP_0008,RP,spring,24,12.0,106.66476,0.053332377
RP_0008,RP,spring,25,12.5,235.48882,0.11774441
RP_0008,RP,spring,26,13.0,222.3336,0.111166805
RP_0008,RP,spring,27,13.5,166.5701,0.08328505
RP_0008,RP,spring,28,14.0,124.70047,0.062350236
RP_0008,RP,spring,29,14.5,100.955025,0.050477512
RP_0008,RP,spring,30,15.0,83.31323,0.041656617
RP_0008,RP,spring,31,15.5,87.27259,0.043636296
RP_0008,RP,spring,32,16.0,106.6101,0.05330505
RP_0008,RP,spring,33,16.5,107.74569,0.053872846
RP_0008,RP,spring,34,17.0,127.664566,0.06383228
RP_0008,RP,spring,35,17.5,125.26173,0.06263086
RP_0008,RP,spring,36,18.0,155.23035,0.07761517
RP_0008,RP,spring,37,18.5,169.25148,0.08462574
RP_0008,RP,spring,38,19.0,238.8434,0.1194217
RP_0008,RP,spring,39,19.5,283.2721,0.14163604
RP_0008,RP,spring,40,20.0,263.7314,0.13186571
RP_0008,RP,spring,41,20.5,315.43692,0.15771846
RP_0008,RP,spring,42,21.0,383.56732,0.19178367
RP_0008,RP,spring,43,21.5,388.77957,0.19438979
RP_0008,RP,spring,44,22.0,508.3045,0.25415224
RP_0008,RP,spring,45,22.5,723.09375,0.36154687
RP_0008,RP,spring,46,23.0,418.40576,0.20920289
RP_0008,RP,spring,47,23.5,254.467,0.12723349
RP_0009,RP,winter,0,0.0,887.48846,0.44374424
RP_0009,RP,winter,1,0.5,828.1466,0.4140733
RP_0009,RP,winter,2,1.0,842.59283,0.42129642
RP_0009,RP,winter,3,1.5,1126.084,0.563042
RP_0009,RP,winter,4,2.0,1450.3267,0.72516334
RP_0009,RP,winter,5,2.5,1528.4341,0.764217
RP_0009,RP,winter,6,3.0,1685.6082,0.8428041
RP_0009,RP,winter,7,3.5,1442.061,0.72103053
RP_0009,RP,winter,8,4.0,1351.2803,0.67564017
RP_0009,RP,winter,9,4.5,1366.3694,0.6831847
RP_0009,RP,winter,10,5.0,1402.5438,0.7012719
RP_0009,RP,winter,11,5.5,1544.927,0.7724635
RP_0009,RP,winter,12,6.0,1620.7972,0.81039864
RP_0009,RP,winter,13,6.5,1529.3577,0.76467884
RP_0009,RP,winter,14,7.0,1606.371,0.80318546
RP_0009,RP,winter,15,7.5,1695.2534,0.8476267
RP_0009,RP,winter,16,8.0,1666.123,0.8330615
RP_0009,RP,winter,17,8.5,1688.982,0.844491
RP_0009,RP,winter,18,9.0,1641.6508,0.8208254
RP_0009,RP,winter,19,9.5,1553.5492,0.7767746
RP_0009,RP,winter,20,10.0,1582.4467,0.79122335
RP_0009,RP,winter,21,10.5,1256.3542,0.6281771
RP_0009,RP,winter,22,11.0,1295.9905,0.64799523
RP_0009,RP,winter,23,11.5,1097.741,0.5488705
RP_0009,RP,winter,24,12.0,995.21735,0.49760866
RP_0009,RP,winter,25,12.5,939.47046,0.46973523
RP_0009,RP,winter,26,13.0,1007.1503,0.50357515
RP_0009,RP,winter,27,13.5,984.33484,0.4921674
RP_0009,RP,winter,28,14.0,1182.8579,0.59142894
RP_0009,RP,winter,29,14.5,1025.907,0.5129535
RP_0009,RP,winter,30,15.0,953.7798,0.47688988
RP_0009,RP,winter,31,15.5,1070.5627,0.53528136
RP_0009,RP,winter,32,16.0,1366.2129,0.6831064
RP_0009,RP,winter,33,16.5,1340.009,0.6700045
RP_0009,RP,winter,34,17.0,1557.7802,0.7788901
RP_0009,RP,winter,35,17.5,1941.0027,0.97050136
RP_0009,RP,winter,36,18.0,1851.4738,0.9257369
RP_0009,RP,winter,37,18.5,1920.5425,0.96027124
RP_0009,RP,winter,38,19.0,2306.952,1.153476
RP_0009,RP,winter,39,19.5,2233.4885,1.1167443
RP_0009,RP,winter,40,20.0,2111.5542,1.0557771
RP_0009,RP,winter,41,20.5,2144.2368,1.0721184
RP_0009,RP,winter,42,21.0,2221.6155,1.1108078
RP_0009,RP,winter,43,21.5,1670.9681,0.8354841
